doctorID,hospital,name,designation,specilization,department,location,profilelink,about,milestones
Medanta112,Medanta,Dr. Prashant Vilas Bhangui,Director,Liver Transplantation | Hepatobiliary Surgery | Hepatocellular Carcinoma management | Management of colorectal liver metastases | Masters in Hepatobiliary & Pancreatic Surgery | European Inter University Diploma in Hepato-Biliary-Pancreatic Cancers: Oncosurgical Strategies | M.S. (General Surgery) | M.B.B.S.,Liver Transplant,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/liver-transplantation/doctor/dr-prashant-vilas-bhangui,"About Dr. Prashant Vilas Bhangui

Dr. Prashant gained experience in Surgical Gastroenterology and Liver Transplantation at two of the most reputed Institutes in India G.B. Pant Hospital and Sir Gangaram Hospital, New Delhi. He then successfully completed a Masters Programme in HPB Surgery and Liver Transplantation at the Henri Bismuth Hepatobiliary Institute in France followed by a Fellowship Programme at Centre Hepatobiliare Hopital Paul Brouse Paris. He holds a European Inter University Diploma in Hepato-Biliary-Pancreatic Cancers: Oncosurgical Strategies and was awarded the Merck KGaA Germany International Educational Grant... Continue Reading","Milestones Achieved
MERCK KGaA Germany, International Student Educational Grant further to Masters in Hepatobiliary Surgery and Liver Transplantation for clinical research work in the field of colorectal liver metastases.
2014
Award papers at the 1st International Congress of the International Living Donor Liver Transplant Study Group (ILDLT) held in Seoul,Korea
2014
Award papers at the XXII Annual Conference of the Indian Association of Surgical Gastroenterology, Bengaluru, India
-
Award paper at the 19th Annual International Congress of the ILTS, Sydney, 2013; 18th Annual International Congress ILTS, San Francisco
2013
“Vanguard Award 2016” for Best Published Clinical Research Paper of the year by the International Liver Transplant Society (ILTS)
2016
""Dr. K.N. Udupa Memorial Oration 2016” for Outstanding Research and contributing to the development of Organ Transplantation in India, Indian Society of Organ Transplantation (ISOT)
2016
Best paper award, 2nd Congress of the International Living Donor Liver Transplantation Study Group, Seoul,South Korea
2015
Award papers at the 20th Annual International Congress of ILTS, London,
2014
MERCK KGaA Germany, International Student Educational Grant further to Masters in Hepatobiliary Surgery and Liver Transplantation for clinical research work in the field of colorectal liver metastases.
2014
Award papers at the 1st International Congress of the International Living Donor Liver Transplant Study Group (ILDLT) held in Seoul,Korea
2014
Award papers at the XXII Annual Conference of the Indian Association of Surgical Gastroenterology, Bengaluru, India
-
Award paper at the 19th Annual International Congress of the ILTS, Sydney, 2013; 18th Annual International Congress ILTS, San Francisco
2013
“Vanguard Award 2016” for Best Published Clinical Research Paper of the year by the International Liver Transplant Society (ILTS)
2016
""Dr. K.N. Udupa Memorial Oration 2016” for Outstanding Research and contributing to the development of Organ Transplantation in India, Indian Society of Organ Transplantation (ISOT)
2016
Best paper award, 2nd Congress of the International Living Donor Liver Transplantation Study Group, Seoul,South Korea
2015
Award papers at the 20th Annual International Congress of ILTS, London,
2014
MERCK KGaA Germany, International Student Educational Grant further to Masters in Hepatobiliary Surgery and Liver Transplantation for clinical research work in the field of colorectal liver metastases.
2014
Award papers at the 1st International Congress of the International Living Donor Liver Transplant Study Group (ILDLT) held in Seoul,Korea
2014
Award papers at the XXII Annual Conference of the Indian Association of Surgical Gastroenterology, Bengaluru, India
-
Award paper at the 19th Annual International Congress of the ILTS, Sydney, 2013; 18th Annual International Congress ILTS, San Francisco
2013"
Medanta113,Medanta,Dr. Pravin K Goel,Director,"CTO Intervention | Transcatheter Aortic Valve Implantation (TAVI) | Complex coronary intervention including Left Main, bifurcation, rota ablation for calcific lesions, IVL and multi vessel PCI | Noninvasive and ICU management | MBBS | MD (Medicine) | DM (Cardiology) | FACC | FICC | FSCAI | MAMS",Cardiac Care,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiology/doctor/dr-pravin-k-goel,"About Dr. Pravin K Goel

Fellowship in Cardiac Radiology, at Green Lane Hospital, Auckland, New Zealand in the year 1990
First to start the coronary angioplasty program in the state of UP in 1991
Recognized as most versatile operator for complex PCI with experience of 10000+ angioplasties

Dr. Pravin K Goel is the Director of Interventional Cardiology at Medanta Hospital, Lucknow.He is a senior cardiac interventionist with more than 35 years of teaching experience as head of Cardiology, SGPGIMS, Lucknow in the past. His area of expertise is complex coronary intervention, chronic total occlusion (CTO) intervention, TAVI (transcatheter aortic valve implantation), non-surgical closure of congenital holes of the heart.","Milestones Achieved
Recognized amongst TOI ICONS of Health
2016"
Medanta114,Medanta,Dr. Pravin Saxena,Director,Cardiac Anaesthesia | PDCC (Cardiac Anaesthesiology) | M.D. (Anaesthesiology) | M.B.B.S.,Critical Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/critical-care/doctor/dr-pravin-saxena,"About Dr. Pravin Saxena

Dr. Pravin Saxena is the Associate Director of Institute of Critical care and Anesthesiology in Medanta. He is an MD (Critical care &Anesthesiology) and an MBBS from Maulana Azad Medical College, New Delhi. Dr. Pravin Saxena is also trained in Advanced Pediatric ICU& anesthesia from Harvard Medical School (Boston, USA). He has worked as an Associate Professor in Department of Critical care & Cardiac Anesthesiology in All India Institute of Medical Sciences (New Delhi) and as a Senior Consultant in Department of Critical care & Anesthesiology at Max Heart and Vascular Heart Institute (Saket, Ne... Continue Reading",notKnown
Medanta115,Medanta,Dr. Preeti Rastogi,Director,High risk obstetrics | Pre pregnancy counselling | Adolescent gynae | Menstrual disorders | Benign gynae surgeries | Robotic and laparoscopic surgeries | Postmenopausal problems | Hysteroscopic surgeries | Infertility treatment | Urinary incontinence problems | MRCOG | DNB (Obstetrics and gynecology) | MBBS,Obstetrics & Gynaecology,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/gynaecology-obstetrics/doctor/dr-preeti-rastogi,"About Dr. Preeti Rastogi

Dr. Preeti Rastogi is Director and Head of Department in Obstetrics and gynecology at Medanta Hospital, Gurgaon. She has 25 years of experience as Obstetrician and Gyanecologist in various prestigious and tertiary care hospitals across the United Kingdom and India. She is well-respected amongst her patients and the MedicalFraternity for her professional competence and excellent work ethics. She is certified Da Vinci Xi Robotic surgeon. She has expertise in Minimal access surgery and high risk obstetrics. She is a strong promotor of safe motherhood practices and normal vaginal delivery and work... Continue Reading","Milestones Achieved
2nd prize- Oral presentation on ""Is induction of labour for large for dates Babies justified"".
-
Welsh Obstetrics and Gynaecology Society meeting. Aberystwyth, UK Oct 06
2006
2nd prize-Oral presentation on ""Acute Fatty Liver in Pregnancy"".
-
Welsh Obstetrics and Gynaecology Society meeting. Camarthen, UK Mar 12
2012"
Medanta116,Medanta,Dr. Puneet Ahluwalia,Director,Prostate Cancer / Robotic Radical Prostatectomy | Bladder Cancer / Robotic Radical Cystectomy and intracorporeal diversions/Endoscopic management & Bladder preserving intravesical therapies for high grade non muscle invasive bladder tumors | Kidney Cancer/ Robotic Radical/Partial Nephrectomy | Adrenal/Testicular/ Penile tumors and Robotic Retroperitoneal lymph node dissections/ Robotic VEIL | MBBS | MS General Surgery | MCh Urology | Fellowship in Robotic Urology | Advanced Robotic Training,Renal Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/urology-nephrology/doctor/dr-puneet-ahluwalia,"About Dr. Puneet Ahluwalia

Performed first Robotic Radical Prostatectomy and Robotic Radical Cystectomy with intracorporeal urinary diversion at any corporate hospital in state of Uttar Pradesh.
Dr Ahluwalia is one of the very few certified proctors for Intuitive surgicals (Da Vinci Robots) in the country and has been instrumental in setting up robotic surgery program in various centers in India. He has trained many established urologists nationwide for complex UroOncological procedures
Dr Ahluwalia has been recognised as a Program Director and awarded one year clinical fellowship program in Robotic UroOncology recognised by Urological society of India (USI) for training post- MCh Urology fellows, one of the first in country.

Dr Ahluwalia is Director - Uro Oncology and Robotic Surgery. Prior to this he was Director, Urologic Oncology and Robotics at Max Institute of Cancer Care, Max Vaishali, Patparganj and Saket, New Delhi. He is one of the few fellowships trained robotic surgeons in India with fellowships in Robotic Urology & Uro-Oncology. He brings in vast experience in the field of advanced robotic surgery for treatment of urological cancers from topmost national and international institutes He brings in vast experience in the field of advanced robotic surgery for treatment of urological cancers from topmost na... Continue Reading","Milestones Achieved
Awarded fellowship in “Uro-oncology and Transplant” in Feb –Mar 2014 at Department of Nephrourology, Mie Universty, Mie Prefecture, Japan.
2014
First prize (Agra Urological club Best Video) Robotic Radical Nephrectomy with IVC thrombectomy (Agra Urological club Best Video). NZUSICON Agra 2016
2016
Second prize (Agra Urological club Best Video) Robotic assisted Laparoscopic Partial Nephrectomy in Horse shoe kidney: Anatomical Challenges and technique. NZUSICON Ludhiana 2018
2018
DUSCON Achievers Award 2019 Exemplary contribution to the field of Urology(Robotic Surgery). Delhi Urological society annual conference DUSCON 2019.
2019
First prize (Vijayawada prize for best poster) at National conference USICON 2013 Pune for “Kidney carcinoma associated with Xp 11.2 translocation/TFE3 gene fusion: A case report with review of literature
2013
First prize for Paper presentation under Review of literature category at UAKON 2013 Alleppy for “Current management of metastatic renal cell carcinoma.
2013
Awarded fellowship in “Uro-oncology and Transplant” in Feb –Mar 2014 at Department of Nephrourology, Mie Universty, Mie Prefecture, Japan.
2014
First prize (Agra Urological club Best Video) Robotic Radical Nephrectomy with IVC thrombectomy (Agra Urological club Best Video). NZUSICON Agra 2016
2016
Second prize (Agra Urological club Best Video) Robotic assisted Laparoscopic Partial Nephrectomy in Horse shoe kidney: Anatomical Challenges and technique. NZUSICON Ludhiana 2018
2018
DUSCON Achievers Award 2019 Exemplary contribution to the field of Urology(Robotic Surgery). Delhi Urological society annual conference DUSCON 2019.
2019
First prize (Vijayawada prize for best poster) at National conference USICON 2013 Pune for “Kidney carcinoma associated with Xp 11.2 translocation/TFE3 gene fusion: A case report with review of literature
2013
First prize for Paper presentation under Review of literature category at UAKON 2013 Alleppy for “Current management of metastatic renal cell carcinoma.
2013
Awarded fellowship in “Uro-oncology and Transplant” in Feb –Mar 2014 at Department of Nephrourology, Mie Universty, Mie Prefecture, Japan.
2014
First prize (Agra Urological club Best Video) Robotic Radical Nephrectomy with IVC thrombectomy (Agra Urological club Best Video). NZUSICON Agra 2016
2016
Second prize (Agra Urological club Best Video) Robotic assisted Laparoscopic Partial Nephrectomy in Horse shoe kidney: Anatomical Challenges and technique. NZUSICON Ludhiana 2018
2018
DUSCON Achievers Award 2019 Exemplary contribution to the field of Urology(Robotic Surgery). Delhi Urological society annual conference DUSCON 2019.
2019"
Medanta117,Medanta,Dr. Raj Kumar,Director,Headache and Facial Pain Management | Cancer Pain Management | Radiofrequency Ablation | Failed Back Surgery Syndrome | FIPP | MD (Anaesthesiology) | MBBS,Neurosciences,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neurology/doctor/raj-kumar,"About Dr. Raj Kumar

15 years + experience in Chronic Pain management
Multidisciplinary management of patients with chronic pain
Expertise in performing pain procedures such as Radiofrequency ablation, Spinal Cord Stimulator placement and Intrathecal Pump placement

Dr. Raj Kumar leads the pain clinic in Medanta. He works closely with a team of Pain physicians, Neurosurgeon/Neurologist, Oncophysicians and Psychologists in accessing and deciding the course of treatment of patients suffering from chronic pain issues.",notKnown
Medanta118,Medanta,Dr. Raj Kumar Sharma,Director,F.I.SO.T | F.I.SN | F.A.S.N | F.A.M.S (Nephrology) M.N.A.M.S | D.N.B Nephrology | M.D. (Medicine) | M.B.B.S.,Renal Care,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/urology-nephrology/doctor/dr-raj-kumar-sharma,"About Dr. Raj Kumar Sharma

Former Director & Head of Nephrology at SGPGI, Lucknow
Completed fellowships from International Society of Nephrology and American Society of Nephrology
Recipient of Vigyan Gaurav Award, Council of Science and Technology, Uttar Pradesh in 2011

Dr. Raj Kumar Sharma is the head of department, Nephrology at Medanta Lucknow. He is a former Director and Head of Department, Nephrology at Sanjay Gandhi Post Graduate Institute of Medical Sciences, Lucknow and also former Director, Dr. Ram Manohar Lohia . He was a member, Board of Governors, Government Post Graduate Institute of Health Sciences, Greater Noida and was a member, State Authorizing Committee (HOTA) for Organ Transplantation, Uttar Pradesh. Dr. Sharma was also Co-Chairman, Expert Group for Kidney Diseases, Ministry of Health and Family Welfare, Government of India. He is also an... Continue Reading",notKnown
Medanta119,Medanta,Dr. Rajeev Ranjan,Director Cardiovascular Anesthesia and CTVS ICU	Anaesthesiology,ICU Care of critically ill patients | Cardiac Anesthesia | Cardiac Transplant Perioperative Care | Transesophageal Echocardiography | ECMO Program | PDCC | MD | MBBS,Critical Care,Patna,https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-rajeev-ranjan,"About Dr. Rajeev Ranjan

Perioperative management of CABG, valve surgery and aortic surgery
Perioperative management of pediatric cardiac surgery
Heart transplant, ECMO and LVAD patient management in OR and ICU

Dr. Rajeev Ranjan is Director, Cardiovascular Anesthesia in Jay Prabha Medanta Super Specialty Hospital, Patna. He completed his MBBS from Rajendra Medical College, Ranchi and MD from Patna Medical College. After that, he did his PDCC from SGPGIMS, Lucknow. Dr. Rajeev Ranjan specializes in ICU care of critically ill patients, administering cardiac anesthesia, cardiac transplant perioperative care and transesophageal echocardiography. He was working with Medanta Gurugram prior to joining Jay Prabha Medanta Super Speciality Hospital, Patna. He has authored multiple articles in Indian and Intern... Continue Reading","Akash Kumar

To book an appointment with Dr. Rajeev Ranjan & Dr Sanjay Kumar, click here - https://bit.ly/3SNjzdG Watch the inspiring story of Akash Kumar, a 19-year-old patient who came to the emergency department at Medanta Patna with a critical condition. Upon arrival, he was unable to speak a full sentence,.....

Read More


"
Medanta120,Medanta,Dr. Rajesh Kumar Sharma,Director,Peritoneal Dialysis Catheter Placement | Cannulation and Line Placement | Infant Management with Tracheostomy - Post Cardiac Surgery | Pre & Post operative management of Paediatric and Congenital cardiac patients | Visiting Fellow Observer PCICU | Pediatric Cardiac Intensive Care Training | MD (paediatrics) | M.B.B.S.,Critical Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/critical-care/doctor/dr-rajesh-kumar-sharma,"About Dr. Rajesh Kumar Sharma

Served in the Indian Army for 5 yrs in the Army Medical Corps
First to start the dedicated pediatric cardiac intensive care programme at Max Saket
Fellow in Children's Hospital of Philadelphia

Dr Rajesh is credited with starting protocolised management of Pre and Post Cardiac Surgical Patients of all age group with compelx cardiac anomalies. He has served in the Indian Army for 5 years and is responsible for starting a dedicated paediatric cardiac intensive care programme at Max Saket. He has been recommended twice for Chief of Army Staff Commendation Card and received Commanding officers commendation for duty rendered. He has worked as fellow in Children Hospital of Philadelphia. Dr. Rajesh has successfully managed several paediatric cases including the 1st Post Cardiac Surgical EC... Continue Reading",notKnown
Medanta121,Medanta,Dr. Rajiv Ranjan Prasad,Director,"Breast Cancer | Gastro Intestinal Cancers | Urogenital Cancers | Central Nervous System Cancers | Gynecological Cancer | IMRT, IGRT, SRS, SRT and SBRT | Head And Neck Cancer | Brachytherapy | ECMO | MD | DNB | MBBS",Cancer Care,Patna,https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/oncology/doctor/dr-rajiv-ranjan-prasad,"About Dr. Rajiv Ranjan Prasad

Dr. Rajiv Ranjan Prasad has vast experience in treating cancer patients for more than 30 years. He has worked as a radiation oncologist (clinical oncologist)in various organizations like State Cancer Institute, IGIMS, Patna, International Atomic Energy Agency, Vienna, Austria, and AIIMS, New Delhi. He helped in establishing many cancer and radiotherapy centers in Africa, Asia Pacific, and Oceania continents including IMRT, IGRT, SBRT, and Brachytherapy programs. He has several publications to his credit including chapters in textbooks. He participated in and coordinated several international c... Continue Reading","28, Jun 2023

Image-guided Radiotherapy (IGRT)

 By Dr. Rajiv Ranjan Prasad

29, Jun 2023

Brachytherapy

 By Dr. Rajiv Ranjan Prasad

28, Jun 2023

3D Conformal Radiation Therapy

 By Dr. Rajiv Ranjan Prasad

28, Jun 2023

Image-guided Radiotherapy (IGRT)

 By Dr. Rajiv Ranjan Prasad

29, Jun 2023

Brachytherapy

 By Dr. Rajiv Ranjan Prasad

28, Jun 2023

3D Conformal Radiation Therapy

 By Dr. Rajiv Ranjan Prasad

28, Jun 2023

Image-guided Radiotherapy (IGRT)

 By Dr. Rajiv Ranjan Prasad

29, Jun 2023

Brachytherapy

 By Dr. Rajiv Ranjan Prasad"
Medanta122,Medanta,Dr. Rajiv Ranjan Sinha,Director,Joint Replacement Surgery (Knee / Hip) Primary & Revision | Arthroscopic Surgery of Knee with Ligament Reconstruction (Sports Injury) | Complex Trauma Surgeries | Upper limb Surgical Procedures | MBBS (Pats) Hons | MS (Orth) | FRCS (Edin) | FRCS (Ire) | M.Ch (Orth) Liverpool | FRCS (Trauma & Orth),Orthopaedics,Patna,https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/orthopaedics/doctor/dr-rajiv-ranjan-sinha,"About Dr. Rajiv Ranjan Sinha

Thousands of various forms of joint replacement surgery of knees & hips including unicondyler & patello femoral replacements of knee
Arthroscopic knee surgery for sports injury like ACL, MCL & meniscal injury
Vast experience of managing trauma, upper & lower limb orthopedic conditions

Dr. Rajiv Sinha is Director, Bone and Joint Institute in Jay Prabha Medanta Super Specialty Hospital. He completed MBBS from PMCH, Patna and MS (Orth) from Darbhanga Medical College, Bihar. He holds fellowship from Royal College of Surgeons of Edinburgh, Royal College of Surgeons of Ireland and Intercollegiate Board, Edinburgh, UK. Dr. Rajiv Sinha pursued M.Ch (Orth) from University of Liverpool, UK. He has expertise in performing surgical procedures such as joint replacements (primary & complex) of knees and hips he also has expertise in various variety of knee replacement including unicondyl... Continue Reading","12, Sep 2023

The Arthritis Epidemic: Unveiling the Most Dangerous Types

 By Dr. Rajiv Ranjan Sinha

12, Sep 2023

The New Age of Knees: How Total Knee Replacement Restores Youth and Mobilit..

 By Dr. Rajiv Ranjan Sinha

25, Nov 2022

Arthritis: You should be aware of these 8 early warning signs

 By Dr. Rajiv Ranjan Sinha

29, Jun 2023

Top 10 Back Strengthening Exercises

 By Dr. Rajiv Ranjan Sinha

12, Sep 2023

Choosing the Right Implant: Exploring Options for Total Hip Replacement

 By Dr. Rajiv Ranjan Sinha

12, Sep 2023

The Arthritis Epidemic: Unveiling the Most Dangerous Types

 By Dr. Rajiv Ranjan Sinha

12, Sep 2023

The New Age of Knees: How Total Knee Replacement Restores Youth and Mobilit..

 By Dr. Rajiv Ranjan Sinha

25, Nov 2022

Arthritis: You should be aware of these 8 early warning signs

 By Dr. Rajiv Ranjan Sinha

29, Jun 2023

Top 10 Back Strengthening Exercises

 By Dr. Rajiv Ranjan Sinha

12, Sep 2023

Choosing the Right Implant: Exploring Options for Total Hip Replacement

 By Dr. Rajiv Ranjan Sinha

12, Sep 2023

The Arthritis Epidemic: Unveiling the Most Dangerous Types

 By Dr. Rajiv Ranjan Sinha

12, Sep 2023

The New Age of Knees: How Total Knee Replacement Restores Youth and Mobilit..

 By Dr. Rajiv Ranjan Sinha"
Medanta123,Medanta,Dr. Rajiv Uttam,Director,Paediatric Ventilation | Non-Invasive Ventilation | Neonatal and Paediatric Bronchoscopy | Fellow of Indian College of Critical Care Medicine (FICCM) | MRCP (Paeds) | MBBS,Paediatric Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatrics/doctor/dr-rajiv-uttam,notKnown,notKnown
Medanta124,Medanta,Dr. Rajneesh Kachhara,Director,Skull Base Surgery | Microvascular Decomrpession for Trigeminal Neuralgia | Treating serious Head injuries and Spinal tumors | M.Ch. (Neuro Surgery) | M.S. (General Surgery) | M.B.B.S.,Neurosciences,Indore,https://www.medanta.org/hospitals-near-me/indore-hospital/speciality/neurology/doctor/dr-rajneesh-kachhara,"About Dr. Rajneesh Kachhara

Dr. Rajneesh Kachhara has a rich experience of more than 22 years in the field of neurosurgery. He has been trained from an internationally recognized institute, Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST), Trivandrum, Kerala, in 1994 where he was serving as an associate professor and senior faculty member. He is well experienced in all kinds of brain surgery. His special interest is in skull base and vascular surgery, pituitary tumors, meningiomas, CP angle tumors, other complex brain tumors like intraventricular tumors, microvascular decompression for trigemin... Continue Reading","24, Aug 2022

Brain tumor: Causes, Signs and Symptoms

 By Dr. Rajneesh Kachhara

27, Sep 2022

What are the Causes & Symptoms of Spinal Cord Injuries? SCI Day

 By Dr. Rajneesh Kachhara"
Medanta125,Medanta,Dr. Rakesh Kapoor,Director,"Kidney Transplant | Endourology - Paediatric & Adult | Uro-oncology | Reconstructive Urology – Paediatric, Adult & Female | FNASc | FAMS | MAMS | M.Ch. (Urology) | MS (General Surgery) | MBBS",Renal Care,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/urology-nephrology/doctor/dr-rakesh-kapoor,"About Dr. Rakesh Kapoor

Medical Director & Director - Division of Urology & Kidney Transplant at Medanta Lucknow
Instrumental in setting up of the Department of Urology & Renal Transplantation in North India
Recipient of Hewitt Gold Medal, PMS Gold Medal, Vigyan Gaurav, Vigyan Ratna and Dr. BC Roy National Award for Eminent Teacher

Dr. Rakesh Kapoor is the Medical Director Medanta Lucknow and Director Division of Urology & Kidney Transplant, Medanta Lucknow. He has a distinguished academic career, is a winner of Hewitt Gold Medal & the PMS Association Gold Medal (1979) for obtaining highest marks in MBBS and Babu Kanshi Ram Dhawan Gold Medal (1984) for being in order of merit in M.S. (General Surgery) from the erstwhile King George Medical College, Lucknow. Post completing his M.Ch. in Urology from PGIMER, Chandigarh, he joined the prestigious Sanjay Gandhi Post Graduate Institute in the year 1988 as a faculty at the D... Continue Reading","Milestones Achieved
Silver Medal in Anatomy, Dissection Competition for the year 1976
1976
Prize in Seminar Article by Physiology Society of K.G.M.C. Lucknow
C. Michael Gold Medal for obtaining the highest marks in Anatomy for the year. Prize for standing second in the first professional examination.
Anatomical Society Gold Medal for standing first in debate
Gujral-Bhargava Memorial Oration Award by Department of Pharmacology & Therapeutics, KGMU, UP, Luckow
2018
Dr B.C. Roy National Award by Medical Council of India in the category of “Eminent Medical Teacher”.
2017
Yash Bharti Purushkar by the Govt. of Uttar Pradesh for distinguished services in the field of Urology & Renal Transplantation
2016
Vigyan Gaurav Samman by the Council of Science & Technology Uttar Pradesh for distinguished services in the field of Urology & Renal Transplantation
2010
Vigyan Ratna Samman by the Council of Science & Technology Uttar Pradesh for distinguished services in the field of Urology & Renal Transplantation
2009
Endourology Society Essay Award (World Endourological Society)
2000
American Urology Association Audio –Visual award (USA)
2000
Nargis Dutt Foundation Educational Grant Award (USA)
2000
Babu Kashi Ram Dhawan Gold Medal for First in order of Merit M.S. (General. Surgery) examination
1984
Mactaggart Prize, for being the best qualified in Clinical Medicine
1979
Book prize for Standing First in the final professional examination
1979
N.N. Gupta Silver Medal for obtaining the highest marks in Medicine with distinction
1979
Silver Jubilee Reunion (1949-1975 M.B.B.S. batch) prize for obtaining highest aggregate marks in First, Second and Final professional examination 1975-1979
1979
Professor K.B. Kunwar Memorial Gold Medal for securing the highest aggregate marks in Pathology, Pharmacology and Medicine and passing all the Professional examinations in first attempt of 1979.
1979
M.S. Association Gold Medal for obtaining highest aggregate marks in First, Second and Final professional examination 1975-1979
1979
Hewett Gold Medal for obtaining the highest marks in the Final Professional examination of 1979
1979
Prize for standing first in the second professional examination for the year
Silver Medal by the Pharmacological Society for the best student of the year 1978
1978
Silver Medal in Anatomy, Dissection Competition for the year 1976
1976
Prize in Seminar Article by Physiology Society of K.G.M.C. Lucknow
C. Michael Gold Medal for obtaining the highest marks in Anatomy for the year. Prize for standing second in the first professional examination.
Anatomical Society Gold Medal for standing first in debate
Gujral-Bhargava Memorial Oration Award by Department of Pharmacology & Therapeutics, KGMU, UP, Luckow
2018
Dr B.C. Roy National Award by Medical Council of India in the category of “Eminent Medical Teacher”.
2017
Yash Bharti Purushkar by the Govt. of Uttar Pradesh for distinguished services in the field of Urology & Renal Transplantation
2016
Vigyan Gaurav Samman by the Council of Science & Technology Uttar Pradesh for distinguished services in the field of Urology & Renal Transplantation
2010
Vigyan Ratna Samman by the Council of Science & Technology Uttar Pradesh for distinguished services in the field of Urology & Renal Transplantation
2009
Endourology Society Essay Award (World Endourological Society)
2000
American Urology Association Audio –Visual award (USA)
2000
Nargis Dutt Foundation Educational Grant Award (USA)
2000
Babu Kashi Ram Dhawan Gold Medal for First in order of Merit M.S. (General. Surgery) examination
1984
Mactaggart Prize, for being the best qualified in Clinical Medicine
1979
Book prize for Standing First in the final professional examination
1979
N.N. Gupta Silver Medal for obtaining the highest marks in Medicine with distinction
1979
Silver Jubilee Reunion (1949-1975 M.B.B.S. batch) prize for obtaining highest aggregate marks in First, Second and Final professional examination 1975-1979
1979
Professor K.B. Kunwar Memorial Gold Medal for securing the highest aggregate marks in Pathology, Pharmacology and Medicine and passing all the Professional examinations in first attempt of 1979.
1979
M.S. Association Gold Medal for obtaining highest aggregate marks in First, Second and Final professional examination 1975-1979
1979
Hewett Gold Medal for obtaining the highest marks in the Final Professional examination of 1979
1979
Prize for standing first in the second professional examination for the year
Silver Medal by the Pharmacological Society for the best student of the year 1978
1978
Silver Medal in Anatomy, Dissection Competition for the year 1976
1976
Prize in Seminar Article by Physiology Society of K.G.M.C. Lucknow
C. Michael Gold Medal for obtaining the highest marks in Anatomy for the year. Prize for standing second in the first professional examination.
Anatomical Society Gold Medal for standing first in debate"
Medanta126,Medanta,Dr. Ram Kirti Saran,Director,Acute & chronic Coronary heart disease | Heart Failure | Hypertension | Valvular Heart disease | Cardiomyopathy | Pericardial disease | Prevention of heart disease | D.M. (Cardiology)    M.D. (Medicine) | MBBS    FACC (USA)    FRCP (London)    Professor & HOD | Cardiology department (LARI Cardiology),Cardiac Care,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiology/doctor/dr-r-k-saran,"About Dr. Ram Kirti Saran

Dr. R K Saran is an experienced cardiologist with an illustrious experience of over 35 years. He has been actively involved in clinical, non-invasive and invasive cardiology procedures like coronary angiography,angioplasty and stenting, pacemaker, ICD implantation. He played a crucial role in bringing up Cardiology Department in King George Medical University Lucknow to a centre for excellent clinical care and bringing latest technologies in non-invasive and invasive cardiac interventions. He has keen interest in academics and research and published more than 100 research articles, in Index Na... Continue Reading","Awards/Academic Achievements
He has been President, Cardiology Society of India, U.P. Chapter and Vice President, Cardiology Society of India.
2020
He has been Dean, Student Welfare in KGMU.
2020
Vice President, Cardiology Society of India
2021
Life Time Achievement award in 2013 on Teachers Day, KGMU.
2013
Awarded Gold Medal and Life Time Achievement Award in 2020 in KGMU Convocation Day
2020
He has been President, Cardiology Society of India, U.P. Chapter and Vice President, Cardiology Society of India.
2020
He has been Dean, Student Welfare in KGMU.
2020
Vice President, Cardiology Society of India
2021
Life Time Achievement award in 2013 on Teachers Day, KGMU.
2013
Awarded Gold Medal and Life Time Achievement Award in 2020 in KGMU Convocation Day
2020
He has been President, Cardiology Society of India, U.P. Chapter and Vice President, Cardiology Society of India.
2020
He has been Dean, Student Welfare in KGMU.
2020
Vice President, Cardiology Society of India
2021"
Medanta127,Medanta,Dr. Ranjan Kumar,Director,Cardio-vascular & Thoracic Spine | Body Imaging (CT & MRI) | Image-guided non-vascular interventions | General Radiology (X-ray + USG) | FRCR | DMRD | MBBS,Radiology & Imaging,Patna,https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/radiology/doctor/dr-ranjan-kumar,notKnown,notKnown
